0000000002.png,PRW1xFE8gv4,1,0,王不見王?吳朱同場活動錯開同台時
0000000012.png,PRW1xFE8gv4,11,23,章同意被納入初選民調朱讓自己成最強
0000000051.png,PRW1xFE8gv4,50,46,章國瑜YESIDO首表態吳敦義很尷尬
0000000075.png,PRW1xFE8gv4,74,69,章國瑜YESIDO首表態吳敦義很尷尬
0000000002.png,29-CGE7gVyA,1,92,工機大好得分機會太空人Cole冷靜化解
0000000052.png,29-CGE7gVyA,51,115,太空人3比1勝紅後最近10戰拿9
0000000001.png,cJK5fO8E8-U,1,138,大雨襲中部南投埔里多地區成黃泥水
0000000028.png,cJK5fO8E8-U,27,161,大雨襲中部南投埔里多地區成黃泥水
0000000073.png,cJK5fO8E8-U,72,184,家具用漂的新竹新豐淹水修60國軍助清理
0000000093.png,cJK5fO8E8-U,92,207,家具用漂的新竹新豐淹水停60國軍助清理
0000000001.png,XnS7OdeD6NE,1,230,台中沙鹿茶館槍擊2嫌持長槍掃射1死2傷
0000000021.png,XnS7OdeD6NE,20,253,茶館長槍掃射1男死無辜夫妻吃飯受傷
0000000032.png,XnS7OdeD6NE,31,276,許讀園翻版台中又見茶藝館長槍掃射
0000000043.png,XnS7OdeD6NE,42,299,台中沙鹿茶館槍擊2嫌持長槍掃射1死2傷
0000000051.png,XnS7OdeD6NE,50,322,茶館長槍掃射1男死無辜夫妻吃飯受傷
0000000065.png,XnS7OdeD6NE,64,345,許讀園翻版台中又見茶藝館長槍掃射
0000000073.png,XnS7OdeD6NE,72,368,台中沙鹿茶館槍擊2嫌持長槍掃射1死2傷
0000000001.png,m-N3G_Z5KxI,1,391,李取消3247噸美翻單金額達65億美元
0000000031.png,m-N3G_Z5KxI,30,414,李取消3247噸美翻單金額達65億美元
0000000058.png,m-N3G_Z5KxI,57,437,四戰美國陸增大豆種植面積降進口關稅
0000000084.png,m-N3G_Z5KxI,83,460,"卫戰美國陸增大豆種植面積,降進口關稅"
0000000027.png,Bnorv71SGjE,26,483,雷突發狀況復雜工兵部隊與死神共舞
0000000049.png,Bnorv71SGjE,48,506,非雷前安全步驟逐次爆破挺進雷場
0000000086.png,Bnorv71SGjE,85,529,非雷過程危機四伏稍有不慎後果難料
0000000097.png,Bnorv71SGjE,96,552,不速之客突然來訪排雷官兵臨危不亂
0000000113.png,Bnorv71SGjE,112,575,复雜情況層出不窮處變不驚安全排
0000000161.png,Bnorv71SGjE,160,598,雷任務安全完成就地引爆以絕後患
0000000181.png,Bnorv71SGjE,180,621,手挽手齊步過雷場工兵兄弟親如家人
0000000001.png,ZBTCc4yr6rY,1,644,雙橡園辦紀錄片特映王建民和粉絲互動
0000000065.png,ZBTCc4yr6rY,64,667,想念球員時光王建民不排除重回賽場
0000000099.png,ZBTCc4yr6rY,98,690,思念球員時光王建民不排除重回賽場
0000000001.png,_x_1nQ-8ni0,1,713,領清德反悔?5月底初選完才納手機民調
0000000029.png,_x_1nQ-8ni0,28,736,绿才說蔡賴同意手機民調賴深夜推翻
0000000012.png,1WnAawZMp6Q,11,759,會呼吸的痛2.0梁靜茹新歌悲痛催
0000000035.png,1WnAawZMp6Q,34,782,姚若龍再打造神曲梁靜茹唱新歌淚崩
0000000066.png,1WnAawZMp6Q,65,805,梁靜茹夯歌延伸版光良靠勇氣為新設
0000000082.png,1WnAawZMp6Q,81,828,勇氣作曲人推新歌光良唱出男生視角
0000000001.png,zfE28fGYmGM,1,851,女登玉山遭雷擊救難人員冒雨搶救
0000000031.png,zfE28fGYmGM,30,874,女登玉山遭雷擊救難人員冒雨搶救
0000000059.png,zfE28fGYmGM,58,897,雪雨中避免走稜線攜帶金屬物
0000000001.png,eVL0iDKSvrI,1,920,醬豬癌後南疆橫掃大陸13省玉米田
0000000029.png,eVL0iDKSvrI,28,943,醬豬瘟後南美害蟲橫掃大陸13省玉米田
0000000052.png,eVL0iDKSvrI,51,966,或行軍蟲日晴1片玉米田一晚能飛百公里
0000000077.png,eVL0iDKSvrI,76,989,外來物種無農藥根治曼年底蔓延全大陸
0000000001.png,pE6GOSHCCys,1,1012,正長登陸管制吳敦義國共論壇又夢碎
0000000025.png,pE6GOSHCCys,24,1035,正長登陸管制吳敦義國共論壇又夢碎
0000000052.png,pE6GOSHCCys,51,1058,吳習會夢碎吳敦義蔡英文因人設事
0000000076.png,pE6GOSHCCys,75,1081,"吳批修法因人設事,府:符合法律規範"
0000000001.png,47_KfRxpiZc,1,1104,空拖吊3m收2400元不合理業者正常收費
0000000058.png,47_KfRxpiZc,57,1127,李拖吊3m收2400元不合理業者:正常收費
0000000096.png,47_KfRxpiZc,95,1150,消費糾紛車禍拖吊雙方認知差異大互控
0000000011.png,Uzugrz78aIU,10,1173,一兼二顧」藍委不在綠將公投法逕付二讀
0000000032.png,Uzugrz78aIU,31,1196,一兼二顧!藍委不在線將公投法逕付二讀
0000000043.png,Uzugrz78aIU,42,1219,录版修正案與大選脫鉤2020公投恐投圈
0000000081.png,Uzugrz78aIU,80,1242,绿版修正案與大選脫鉤2020公投恐投圈
0000000104.png,Uzugrz78aIU,103,1265,修公投法接批走小門綠委酸:自己不認真
0000000001.png,INacuR_mfVs,1,1288,鐵軌旁小路火燒車租賃車疑縱火滅跡
0000000038.png,INacuR_mfVs,37,1311,居民聽到爆炸聲響出門驚見火燒車
0000000011.png,RwbYF1T1hlw,10,1334,出國不厚工!3mm行李or充手機12元
0000000035.png,RwbYF1T1hlw,34,1357,免驚電源沒帶著收押金電源跨國租
0000000060.png,RwbYF1T1hlw,59,1380,出國不厚工.5mm行李or充手機12元
0000000089.png,RwbYF1T1hlw,88,1403,出國不厚工!Smins行李or充手機12月
0000000001.png,IYH9eOnHNbA,1,1426,化身購物專家高市農業局長直播賣芭樂
0000000032.png,IYH9eOnHNbA,31,1449,化身購物專家高市農業局長直播賣芭樂
0000000046.png,IYH9eOnHNbA,45,1472,觀光局力推愛情產業外界關注韓選總統
0000000006.png,6VRA89yxNdU,5,1495,"阿拉丁彩妝品,公主鞋聯名商品搭熱潮"
0000000015.png,6VRA89yxNdU,14,1518,"流蘇涼鞋,綁帶高跟鞋鞋款“茉莉公主”国"
0000000032.png,6VRA89yxNdU,31,1541,阿拉丁色系眼影十神燈粉餅聯名款超夯
0000000055.png,6VRA89yxNdU,54,1564,贊恩獻唱”阿拉丁主題曲秒勾觀眾回憶
0000000001.png,ndEC_Ch-DAg,1,1587,會考登場!家長夏志願序填錯恐高分低就
0000000032.png,ndEC_Ch-DAg,31,1610,會考登場家長夏志願序填錯恐高分低就
0000000055.png,ndEC_Ch-DAg,54,1633,別都填前段名家考量升大學離家近
0000000081.png,ndEC_Ch-DAg,80,1656,司都填前段名家考量升大學離家近
0000000001.png,5PXLA4cPvFU,1,1679,返鄉固信總統關鍵時刻再幫忙初選過關
0000000045.png,5PXLA4cPvFU,44,1702,諜對諜!親賴南柱委批總統行程未通知
0000000001.png,b5TZrNjH9_g,1,1725,鎖定金項鍊假問路行搶警2小時逮到
0000000024.png,b5TZrNjH9_g,23,1748,急典當變店家機警拒絕嫌騎車離開
0000000055.png,b5TZrNjH9_g,54,1771,項鍊啊包藏顯物還裝傻警人顯俱搜
0000000028.png,QZJKW5l7uO0,27,1794,徐乃麟遭控知情詐賭蒐證怒告爆料者
0000000070.png,QZJKW5l7uO0,69,1817,是點後置入行規矩徐乃麟自嘲絕不生氣
0000000001.png,gnGjKfDMhjw,1,1840,貨車突穿越急煞摔重機騎士滑進車
0000000057.png,gnGjKfDMhjw,56,1863,急煞摔倒重機撞貨車噴飛騎士送醫不治
0000000001.png,fKMKl29ZvmA,1,1886,煙燻眼vs.和牛創意牛排視味覺吸睛
0000000023.png,fKMKl29ZvmA,22,1909,煙燻眼vs.和牛卷創意牛排視味覺吸睛
0000000044.png,fKMKl29ZvmA,43,1932,煙燻肋眼vs.和牛德創意牛排視味覺吸睛
0000000055.png,fKMKl29ZvmA,54,1955,"外層包酥皮,木質和牛排新菜拚創新料理"
0000000078.png,fKMKl29ZvmA,77,1978,"外層包酥皮,木質牛排新菜拚創新料理"
0000000003.png,WD8l-qMahsc,2,2001,百貨捷運人潮!麵包店聚集業績上看3百萬
0000000034.png,WD8l-qMahsc,33,2024,百貨十捷運人潮!麵包店聚集業績上看3百萬
0000000045.png,WD8l-qMahsc,44,2047,開到捷運站入口通勤路過客成麵包店主力
0000000067.png,WD8l-qMahsc,66,2070,開到捷運站入口通勤路過客成麵包店主力
0000000001.png,CTtEOOpdK3I,1,2093,速食店内公然猥亵女高中蒐證喝斥退报
0000000059.png,CTtEOOpdK3I,58,2116,疑鎖定短裙女學色狼出沒補習街速食店
0000000081.png,CTtEOOpdK3I,80,2139,要警來抓走光女學生打臉看到好幾次
0000000001.png,KH9ngXjZ3rk,1,2162,遠航突停飛!786人带外旅行社加班喬票
0000000014.png,KH9ngXjZ3rk,13,2185,"遠航突停飛,786人帶外旅行社加班喬票"
0000000040.png,KH9ngXjZ3rk,39,2208,未爆彈?日韓陸5航線跟班出的去回不來
0000000064.png,KH9ngXjZ3rk,63,2231,未爆彈?日韓陸航線恐砍班出的去回不來
0000000087.png,KH9ngXjZ3rk,86,2254,民航局開罰60-300萬遠航與旅行社協商
0000000001.png,mjWoQa5SbrI,1,2277,死者有詐欺前科遭仇家店内追趕射殺
0000000011.png,mjWoQa5SbrI,10,2300,流彈波及夫妻檔黏肩中彈幸小孩無傷
0000000026.png,mjWoQa5SbrI,25,2323,流彈波及夫妻檔右肩中彈幸小孩無傷
