0000000001.png,ajFRdgaRL00,1,0,可怕不是好惹的一切关魂上身輕鬆
0000000017.png,ajFRdgaRL00,16,24,教訓阿伯?“解仔揮拳頭落空遭反擊
0000000073.png,ajFRdgaRL00,72,48,行車糾紛全武行蒐證頻喊叫警察
0000000002.png,Nfa7sqgEHWE,1,72,租太貴了超市鋼苦得4月6門市一次收攤
0000000024.png,Nfa7sqgEHWE,23,96,"租太貴,超市火鍋苦撐4月6門市一次收攤"
0000000052.png,Nfa7sqgEHWE,51,120,同樣“火鍋超市“天天排隊業同業模仿不成
0000000092.png,Nfa7sqgEHWE,91,144,租太貴超市火鍋“苦撐4月6門市一次收攤
0000000001.png,qrhQ2h9DBkM,1,168,三次直播聊時事郭子乾韓太操勞瘦很多
0000000031.png,qrhQ2h9DBkM,30,192,次直播聊時事乾算太操勞瘦很多
0000000077.png,qrhQ2h9DBkM,76,216,章流席捲全台張讓人民反思要什麼政府
0000000096.png,qrhQ2h9DBkM,95,240,捨韓國瑜成箭靶郭子乾感嘆盼韓多保重
0000000002.png,4EyIyKsZ-xQ,1,264,東吉伊批“自經區扼殺農業農民危言聳聽
0000000040.png,4EyIyKsZ-xQ,39,288,員清德、陳菊皆提過自經區立委別逢韓必反
0000000087.png,4EyIyKsZ-xQ,86,312,東吉仲批“自經區扼殺農業農民舞廳
0000000001.png,KH8LVKzzF2U,1,336,文童哭鬧遭虐死母表姊提議上山去棄
0000000038.png,KH8LVKzzF2U,37,360,11歲女童哭鬧不休生母等4人虐打致死
0000000065.png,KH8LVKzzF2U,64,384,文童哭鬧遭虐死母表姊提議上山去菜
0000000014.png,DBi6GDMn9iE,13,408,"政見會(韓筆直播備詢,受訪“闡述理念"
0000000042.png,DBi6GDMn9iE,41,432,苦地氣雅政策!韓直播3分鐘22萬觀看人次
0000000061.png,DBi6GDMn9iE,60,456,戈場變主場「韓國瑜議會備詢也成發聲利器
0000000100.png,DBi6GDMn9iE,99,480,政見會韓美直播備詢漫節”闡述理念
0000000005.png,cOLLEhfvcr0,4,504,享國瑜小物“隱藏版168公仔超有哏
0000000057.png,cOLLEhfvcr0,56,528,章流魅力席捲年輕人!西門町店家談合作搶商機
0000000080.png,cOLLEhfvcr0,79,552,流”隱藏版小物正韓國瑜魅力走入西門町
0000000005.png,bsYuFNpXVHY,4,576,或賴三部曲?控公器私用曝光挺賴派逼表態
0000000043.png,bsYuFNpXVHY,42,600,頁”北辦公器私用?蔡總統府開記者會反擊
0000000064.png,bsYuFNpXVHY,63,624,大篇幅報绿委與賴香影買障哲疑背後操作
0000000098.png,bsYuFNpXVHY,97,648,落滅賴三部曲?控公器私用曝光挺賴派立委
0000000019.png,g7AnssZoYeE,18,672,情糾紛!男求爱遭拒怒押女子囚禁
0000000065.png,g7AnssZoYeE,64,696,3小時驚魂男持槍擄女囚禁警攻堅救人
0000000001.png,bFndxwfzCoY,1,720,防弟兄累寬40分鐘輪班橫躺路遥休息
0000000036.png,bFndxwfzCoY,35,744,輪胎廠延燒39小時消防救火忙翻遭毒氣威脅
0000000067.png,bFndxwfzCoY,66,768,胎廠惡火彌漫致癌戴奧辛恐要消防員命
0000000085.png,bFndxwfzCoY,84,792,胎廠惡火彌漫致癌戴奧辛恐要消防員
0000000002.png,gnwJhaMsWWc,1,816,韋國瑜提自經區經濟無奈鬥爭話題題
0000000032.png,gnwJhaMsWWc,31,840,立院修下兩岸交流扯政治卡經濟
0000000065.png,gnwJhaMsWWc,64,864,韋國瑜一心衝經濟中央政治卡關
0000000010.png,wcAu4XUXrxc,9,888,!韓議員質詢只為讓機漏氣大於建設
0000000067.png,wcAu4XUXrxc,66,912,頁詢市長亂講才有爆點?康裕成急撇清
0000000086.png,wcAu4XUXrxc,85,936,章3度逃過陷阱題題找台階自問自答
0000000111.png,wcAu4XUXrxc,110,960,頁詢緩亂講才有爆野康裕成急撇清
0000000054.png,oSNCHvC2LUU,53,984,黑前到選後都擁“百駛著韓粉非韓不投
0000000096.png,oSNCHvC2LUU,95,1008,廷韓不挺黨百萬鋼鐵韓粉立場堅定
0000000006.png,ppo2d1-CuIU,5,1032,高無視保外就醫的走?藍喻“關扁救台灣
0000000031.png,ppo2d1-CuIU,30,1056,學奇蹟?扁醫師属心投入簽書就不會
0000000064.png,ppo2d1-CuIU,63,1080,保外就醫重症病阿扁上台飆唱3首歌陶翻
0000000095.png,ppo2d1-CuIU,94,1104,嘉要求辯論韓徐正文資犯沒資格
0000000009.png,ENTNqu2FHTo,8,1128,今鋒面影響上雨南部東南部雨天
0000000024.png,ENTNqu2FHTo,23,1152,干後鋒面雲系離開中部以北降雨機率降低
0000000044.png,ENTNqu2FHTo,43,1176,東半部南部水氣仍多易有短暫陣雨
0000000061.png,ENTNqu2FHTo,60,1200,周末水氣減少天氣回穩午後雷陣雨
0000000079.png,ENTNqu2FHTo,78,1224,周末水氣減少天氣回穩午後雷陣雨
0000000098.png,ENTNqu2FHTo,97,1248,下週起吹南風注意高温暖熱好天氣
0000000107.png,ENTNqu2FHTo,106,1272,母親節好天氣各地漸感受悶熱
0000000117.png,ENTNqu2FHTo,116,1296,今東北風減弱高溫北東28度中南30度
